0.003958 0.005876
0.003155 0.003222
0.004369 0.005694
0.007469 0.006057
0.028127 0.030840
0.002707 0.003187
0.005200 0.004878
0.009763 0.008366
0.004573 0.005145
0.004095 0.006274
0.004173 0.003431
0.002257 0.002414
0.003335 0.003592
0.003057 0.002998
0.009722 0.009843
0.004600 0.004788
0.009187 0.007502
0.003334 0.004295
0.003887 0.003467
0.006165 0.004813
0.005436 0.004585
0.007519 0.006312
0.004205 0.004762
0.002823 0.002494
0.005600 0.006471
0.004961 0.003517
0.017823 0.015774
0.004140 0.004462
0.004002 0.004970
0.004549 0.003750
0.002547 0.002673
0.002944 0.003026
0.011360 0.011913
0.002489 0.002779
0.002536 0.002033
0.005721 0.004586
0.005276 0.006974
0.007730 0.009735
0.004721 0.003855
0.003415 0.003655
0.003942 0.003555
0.011435 0.016014
0.006360 0.006241
0.004596 0.003501
0.004880 0.005099
0.023942 0.020160
0.004873 0.005312
0.001761 0.001337
0.043866 0.042314
0.002633 0.002836
0.006075 0.003242
0.005105 0.003852
0.006087 0.005666
0.002264 0.003272
0.002105 0.002579
0.003261 0.003585
0.021092 0.019689
0.014113 0.013701
0.003858 0.004190
0.017544 0.012087
0.007361 0.006689
0.006199 0.006649
0.048486 0.033391
0.002547 0.002598
0.005772 0.006216
0.003427 0.002716
0.003559 0.004523
0.004907 0.005022
0.004187 0.004518
0.019534 0.019513
0.005888 0.005545
0.000528 0.001381
0.024182 0.025188
0.009759 0.009658
0.002852 0.002226
0.003818 0.003719
0.011522 0.008859
0.002970 0.002666
0.018110 0.018194
0.016934 0.017218
0.005243 0.004740
0.015912 0.016424
0.003251 0.002957
0.004050 0.003639
0.006635 0.006442
0.007307 0.008799
0.003955 0.003907
0.013751 0.014367
0.004983 0.004415
0.004526 0.003792
0.005685 0.005657
0.004223 0.003719
0.004100 0.005172
0.005888 0.006804
0.009433 0.004936
0.029799 0.033587
0.003460 0.005025
0.021326 0.014107
0.002954 0.003658
0.005525 0.006449
0.001558 0.001659
0.004800 0.003751
0.001848 0.001801
0.004997 0.001776
0.004613 0.005213
0.004357 0.004313
0.007391 0.005550
0.002090 0.002054
0.014032 0.010720
0.001861 0.002193
0.002918 0.002076
0.003035 0.004097
0.030610 0.022364
0.003849 0.003234
0.015631 0.014892
0.014556 0.017995
0.003052 0.003349
0.008649 0.007991
0.053651 0.053188
0.006234 0.006331
0.002068 0.002748
0.000759 0.001988
0.005342 0.004333
0.002350 0.003068
0.004331 0.004701
0.002648 0.003543
0.007937 0.007571
0.002910 0.003507
0.003085 0.003435
0.003586 0.003361
0.012180 0.012258
0.003904 0.003188
0.012825 0.010766
0.003504 0.003660
0.007874 0.004955
0.014661 0.010768
0.002859 0.003488
0.039936 0.037039
0.002054 0.003829
0.006298 0.006098
0.005333 0.006278
0.006693 0.006875
0.002900 0.003206
0.004849 0.003037
0.006154 0.006338
0.011696 0.009840
0.005408 0.004412
0.006032 0.006132
0.004785 0.002891
0.012477 0.010089
0.003920 0.003396
0.014029 0.013251
0.004688 0.004931
0.002451 0.002237
0.013842 0.015479
0.003050 0.002311
0.005886 0.004568
0.005149 0.005955
0.003042 0.003736
0.005042 0.003588
0.007875 0.006760
0.003028 0.003131
0.008798 0.009915
0.002638 0.002852
0.023475 0.021397
0.004736 0.005603
0.040618 0.052944
0.003085 0.002714
0.028421 0.039848
0.002257 0.002488
0.006888 0.007077
0.002824 0.003324
0.024743 0.030933
0.001403 0.001367
0.003327 0.003207
0.005112 0.004812
0.001973 0.002672
0.006321 0.009292
0.008173 0.011122
0.009960 0.009242
0.005181 0.004298
0.009628 0.009413
0.005293 0.006084
0.011492 0.006798
0.015430 0.016788
0.042530 0.042815
0.001295 0.001509
0.002668 0.003497
0.002473 0.002760
0.065789 0.060218
0.001272 0.003404
0.008637 0.009731
0.004578 0.003736
0.002301 0.001989
0.001816 0.002058
0.003176 0.003967
0.004646 0.004716
0.004163 0.004415
0.001834 0.002499
0.004967 0.004381
0.002579 0.003365
0.002954 0.002845
0.004854 0.004327
0.010348 0.011100
0.005877 0.003614
0.004682 0.004233
0.005979 0.005377
0.025340 0.023525
0.004149 0.003434
0.047015 0.055023
0.003731 0.004813
0.004725 0.003210
0.016867 0.012087
0.046673 0.046572
0.004497 0.005060
0.013017 0.008767
0.005381 0.005937
0.003053 0.002792
0.004923 0.003995
0.006505 0.006278
0.008150 0.008660
0.004267 0.003893
0.004158 0.004719
0.069999 0.070646
0.000887 0.001337
0.005155 0.006434
0.002360 0.002922
0.064217 0.048619
0.002232 0.001762
0.023479 0.019372
0.004313 0.004891
0.002008 0.003166
0.002465 0.001983
0.006318 0.009452
0.004710 0.004294
0.002093 0.001796
0.002825 0.002755
0.013968 0.010828
0.002084 0.002955
0.005341 0.008447
0.001841 0.002168
0.009145 0.009263
0.003359 0.003841
0.006624 0.007094
0.019217 0.018302
0.001720 0.002936
0.026265 0.022362
0.002458 0.001653
0.005675 0.004866
0.007713 0.006669
0.009672 0.007971
0.001425 0.002028
